id,cogency_crowd,cogency_mean_crowd,effectiveness_crowd,effectiveness_mean_crowd,reasonableness_crowd,reasonableness_mean_crowd,overall_crowd,overall_mean_crowd,argumentative_crowd,argumentative_majority_crowd,cogency_experts,cogency_mean_experts,effectiveness_experts,effectiveness_mean_experts,reasonableness_experts,reasonableness_mean_experts,overall_experts,overall_mean_experts,argumentative_experts,argumentative_majority_experts,cogency,cogency_mean,effectiveness,effectiveness_mean,reasonableness,reasonableness_mean,overall,overall_mean,argumentative,argumentative_majority
nzGgfSNF_KkFVD4IhmwTLw,"(3, 'n/a', 'n/a', 3, 2, 4, 'n/a', 3, 4, 3, 3, 2, 'n/a', 4)",3.1,"(4, 'n/a', 'n/a', 3, 1, 3, 'n/a', 2, 4, 2, 2, 2, 'n/a', 5)",2.8,"(4, 'n/a', 'n/a', 3, 3, 4, 'n/a', 2, 4, 3, 3, 2, 'n/a', 4)",3.2,"(4, 'n/a', 'n/a', 3, 2, 4, 'n/a', 2, 4, 3, 3, 2, 'n/a', 4)",3.1,"(1, 'n/a', 'n/a', 1, 1, 1, 'n/a', 1, 1, 1, 1, 1, 'n/a', 1)",1,"(4, 'n/a')",4.0,"(3, 'n/a')",3.0,"(3, 'n/a')",3.0,"(3, 'n/a')",3.0,"(1, 'n/a')",1,"(3, 'n/a', 'n/a', 3, 2, 4, 'n/a', 3, 4, 3, 3, 2, 'n/a', 4)(4, 'n/a')",3.55,"(4, 'n/a', 'n/a', 3, 1, 3, 'n/a', 2, 4, 2, 2, 2, 'n/a', 5)(3, 'n/a')",2.9,"(4, 'n/a', 'n/a', 3, 3, 4, 'n/a', 2, 4, 3, 3, 2, 'n/a', 4)(3, 'n/a')",3.1,"(4, 'n/a', 'n/a', 3, 2, 4, 'n/a', 2, 4, 3, 3, 2, 'n/a', 4)(3, 'n/a')",3.05,"(1, 'n/a', 'n/a', 1, 1, 1, 'n/a', 1, 1, 1, 1, 1, 'n/a', 1)(1, 'n/a')",1
Mjy-6tSHypxJcq6kKmc0Dw,"(2, 'n/a', 'n/a', 2, 1, 3, 4, 3, 3, 'n/a', 1, 1, 'n/a', 5)",2.5,"(3, 'n/a', 'n/a', 2, 1, 2, 5, 3, 3, 'n/a', 1, 2, 'n/a', 5)",2.7,"(3, 'n/a', 'n/a', 2, 1, 4, 5, 4, 3, 'n/a', 1, 1, 'n/a', 4)",2.8,"(3, 'n/a', 'n/a', 2, 1, 3, 5, 3, 3, 'n/a', 1, 1, 'n/a', 5)",2.7,"(1, 'n/a', 'n/a', 1, 1, 1, 1, 1, 1, 'n/a', 1, 1, 'n/a', 1)",1,"(3, 'n/a')",3.0,"(2, 'n/a')",2.0,"(3, 'n/a')",3.0,"(3, 'n/a')",3.0,"(1, 'n/a')",1,"(2, 'n/a', 'n/a', 2, 1, 3, 4, 3, 3, 'n/a', 1, 1, 'n/a', 5)(3, 'n/a')",2.75,"(3, 'n/a', 'n/a', 2, 1, 2, 5, 3, 3, 'n/a', 1, 2, 'n/a', 5)(2, 'n/a')",2.35,"(3, 'n/a', 'n/a', 2, 1, 4, 5, 4, 3, 'n/a', 1, 1, 'n/a', 4)(3, 'n/a')",2.9,"(3, 'n/a', 'n/a', 2, 1, 3, 5, 3, 3, 'n/a', 1, 1, 'n/a', 5)(3, 'n/a')",2.85,"(1, 'n/a', 'n/a', 1, 1, 1, 1, 1, 1, 'n/a', 1, 1, 'n/a', 1)(1, 'n/a')",1
mnamRhHKBVZes98EgDpgAw,"(3, 'n/a', 'n/a', 2, 2, 4, 'n/a', 'n/a', 4, 2, 3, 3, 4, 5)",3.2,"(2, 'n/a', 'n/a', 2, 3, 4, 'n/a', 'n/a', 4, 3, 2, 4, 4, 5)",3.3,"(3, 'n/a', 'n/a', 2, 2, 4, 'n/a', 'n/a', 4, 2, 4, 2, 4, 5)",3.2,"(3, 'n/a', 'n/a', 2, 2, 4, 'n/a', 'n/a', 4, 2, 3, 3, 4, 5)",3.2,"(1, 'n/a', 'n/a', 1, 1, 1, 'n/a', 'n/a', 1, 1, 1, 1, 1, 1)",1,"(4,)",4.0,"(4,)",4.0,"(4,)",4.0,"(4,)",4.0,"(1,)",1,"(3, 'n/a', 'n/a', 2, 2, 4, 'n/a', 'n/a', 4, 2, 3, 3, 4, 5)(4,)",3.6,"(2, 'n/a', 'n/a', 2, 3, 4, 'n/a', 'n/a', 4, 3, 2, 4, 4, 5)(4,)",3.65,"(3, 'n/a', 'n/a', 2, 2, 4, 'n/a', 'n/a', 4, 2, 4, 2, 4, 5)(4,)",3.6,"(3, 'n/a', 'n/a', 2, 2, 4, 'n/a', 'n/a', 4, 2, 3, 3, 4, 5)(4,)",3.6,"(1, 'n/a', 'n/a', 1, 1, 1, 'n/a', 'n/a', 1, 1, 1, 1, 1, 1)(1,)",1
I5aizd0tdcd3hmzoYzSqLw,"(2, 'n/a', 'n/a', 'n/a', 3, 3, 4, 3, 4, 'n/a', 4, 3, 4, 2)",3.2,"(1, 'n/a', 'n/a', 'n/a', 1, 2, 4, 3, 4, 'n/a', 2, 5, 3, 2)",2.7,"(2, 'n/a', 'n/a', 'n/a', 3, 3, 4, 3, 4, 'n/a', 4, 4, 3, 1)",3.1,"(2, 'n/a', 'n/a', 'n/a', 2, 3, 4, 3, 4, 'n/a', 4, 4, 3, 2)",3.1,"(1, 'n/a', 'n/a', 'n/a', 1, 1, 1, 1, 1, 'n/a', 1, 1, 1, 1)",1,"(4, 'n/a')",4.0,"(5, 'n/a')",5.0,"(4, 'n/a')",4.0,"(4, 'n/a')",4.0,"(1, 'n/a')",1,"(2, 'n/a', 'n/a', 'n/a', 3, 3, 4, 3, 4, 'n/a', 4, 3, 4, 2)(4, 'n/a')",3.6,"(1, 'n/a', 'n/a', 'n/a', 1, 2, 4, 3, 4, 'n/a', 2, 5, 3, 2)(5, 'n/a')",3.85,"(2, 'n/a', 'n/a', 'n/a', 3, 3, 4, 3, 4, 'n/a', 4, 4, 3, 1)(4, 'n/a')",3.55,"(2, 'n/a', 'n/a', 'n/a', 2, 3, 4, 3, 4, 'n/a', 4, 4, 3, 2)(4, 'n/a')",3.55,"(1, 'n/a', 'n/a', 'n/a', 1, 1, 1, 1, 1, 'n/a', 1, 1, 1, 1)(1, 'n/a')",1
UU_aQf1SlPvP9irjhry18w,"(4, 'n/a', 'n/a', 4, 3, 4, 'n/a', 'n/a', 4, 4, 4, 3, 4, 4)",3.8,"(4, 'n/a', 'n/a', 4, 2, 3, 'n/a', 'n/a', 4, 3, 4, 3, 3, 4)",3.4,"(4, 'n/a', 'n/a', 4, 3, 4, 'n/a', 'n/a', 4, 4, 4, 3, 4, 4)",3.8,"(4, 'n/a', 'n/a', 4, 3, 4, 'n/a', 'n/a', 4, 3, 4, 3, 4, 4)",3.7,"(1, 'n/a', 'n/a', 1, 1, 1, 'n/a', 'n/a', 1, 1, 1, 1, 1, 1)",1,"(4, 'n/a')",4.0,"(5, 'n/a')",5.0,"(5, 'n/a')",5.0,"(5, 'n/a')",5.0,"(1, 'n/a')",1,"(4, 'n/a', 'n/a', 4, 3, 4, 'n/a', 'n/a', 4, 4, 4, 3, 4, 4)(4, 'n/a')",3.9,"(4, 'n/a', 'n/a', 4, 2, 3, 'n/a', 'n/a', 4, 3, 4, 3, 3, 4)(5, 'n/a')",4.2,"(4, 'n/a', 'n/a', 4, 3, 4, 'n/a', 'n/a', 4, 4, 4, 3, 4, 4)(5, 'n/a')",4.4,"(4, 'n/a', 'n/a', 4, 3, 4, 'n/a', 'n/a', 4, 3, 4, 3, 4, 4)(5, 'n/a')",4.35,"(1, 'n/a', 'n/a', 1, 1, 1, 'n/a', 'n/a', 1, 1, 1, 1, 1, 1)(1, 'n/a')",1
6StS6Vab9z0qxepFYW04ZQ,"(4, 'n/a', 'n/a', 'n/a', 3, 4, 'n/a', 3, 4, 2, 2, 4, 4, 5)",3.5,"(3, 'n/a', 'n/a', 'n/a', 2, 4, 'n/a', 2, 4, 2, 2, 4, 3, 5)",3.1,"(3, 'n/a', 'n/a', 'n/a', 4, 4, 'n/a', 2, 4, 2, 2, 2, 3, 5)",3.1,"(3, 'n/a', 'n/a', 'n/a', 3, 4, 'n/a', 2, 4, 2, 2, 3, 3, 5)",3.1,"(1, 'n/a', 'n/a', 'n/a', 1, 1, 'n/a', 1, 1, 1, 1, 1, 1, 1)",1,"(4, 4)",4.0,"(4, 4)",4.0,"(4, 4)",4.0,"(4, 4)",4.0,"(1, 1)",1,"(4, 'n/a', 'n/a', 'n/a', 3, 4, 'n/a', 3, 4, 2, 2, 4, 4, 5)(4, 4)",3.75,"(3, 'n/a', 'n/a', 'n/a', 2, 4, 'n/a', 2, 4, 2, 2, 4, 3, 5)(4, 4)",3.55,"(3, 'n/a', 'n/a', 'n/a', 4, 4, 'n/a', 2, 4, 2, 2, 2, 3, 5)(4, 4)",3.55,"(3, 'n/a', 'n/a', 'n/a', 3, 4, 'n/a', 2, 4, 2, 2, 3, 3, 5)(4, 4)",3.55,"(1, 'n/a', 'n/a', 'n/a', 1, 1, 'n/a', 1, 1, 1, 1, 1, 1, 1)(1, 1)",1
Hnh74Tv4bOZldusdbfF29A,"(5, 'n/a', 'n/a', 2, 3, 4, 5, 4, 4, 'n/a', 4, 4, 'n/a', 5)",4.0,"(4, 'n/a', 'n/a', 2, 4, 3, 5, 5, 4, 'n/a', 4, 5, 'n/a', 5)",4.1,"(5, 'n/a', 'n/a', 2, 4, 4, 5, 5, 4, 'n/a', 4, 5, 'n/a', 5)",4.3,"(5, 'n/a', 'n/a', 2, 4, 4, 5, 5, 4, 'n/a', 4, 5, 'n/a', 5)",4.3,"(1, 'n/a', 'n/a', 1, 1, 1, 1, 1, 1, 'n/a', 1, 1, 'n/a', 1)",1,"(4, 'n/a')",4.0,"(5, 'n/a')",5.0,"(4, 'n/a')",4.0,"(4, 'n/a')",4.0,"(1, 'n/a')",1,"(5, 'n/a', 'n/a', 2, 3, 4, 5, 4, 4, 'n/a', 4, 4, 'n/a', 5)(4, 'n/a')",4.0,"(4, 'n/a', 'n/a', 2, 4, 3, 5, 5, 4, 'n/a', 4, 5, 'n/a', 5)(5, 'n/a')",4.55,"(5, 'n/a', 'n/a', 2, 4, 4, 5, 5, 4, 'n/a', 4, 5, 'n/a', 5)(4, 'n/a')",4.15,"(5, 'n/a', 'n/a', 2, 4, 4, 5, 5, 4, 'n/a', 4, 5, 'n/a', 5)(4, 'n/a')",4.15,"(1, 'n/a', 'n/a', 1, 1, 1, 1, 1, 1, 'n/a', 1, 1, 'n/a', 1)(1, 'n/a')",1
-ctKCcROLThWd2x1ZU5KUQ,"(3, 'n/a', 'n/a', 'n/a', 3, 3, 2, 3, 3, 'n/a', 1, 2, 2, 3)",2.5,"(3, 'n/a', 'n/a', 'n/a', 1, 2, 2, 2, 3, 'n/a', 1, 3, 3, 2)",2.2,"(3, 'n/a', 'n/a', 'n/a', 3, 3, 3, 2, 3, 'n/a', 1, 2, 2, 3)",2.5,"(3, 'n/a', 'n/a', 'n/a', 2, 3, 2, 2, 3, 'n/a', 1, 2, 2, 3)",2.3,"(1, 'n/a', 'n/a', 'n/a', 1, 1, 1, 1, 1, 'n/a', 1, 1, 1, 1)",1,"(2,)",2.0,"(2,)",2.0,"(2,)",2.0,"(2,)",2.0,"(1,)",1,"(3, 'n/a', 'n/a', 'n/a', 3, 3, 2, 3, 3, 'n/a', 1, 2, 2, 3)(2,)",2.25,"(3, 'n/a', 'n/a', 'n/a', 1, 2, 2, 2, 3, 'n/a', 1, 3, 3, 2)(2,)",2.1,"(3, 'n/a', 'n/a', 'n/a', 3, 3, 3, 2, 3, 'n/a', 1, 2, 2, 3)(2,)",2.25,"(3, 'n/a', 'n/a', 'n/a', 2, 3, 2, 2, 3, 'n/a', 1, 2, 2, 3)(2,)",2.15,"(1, 'n/a', 'n/a', 'n/a', 1, 1, 1, 1, 1, 'n/a', 1, 1, 1, 1)(1,)",1
_kkGAcQu9CF3GoIkAmuWNg,"(3, 'n/a', 'n/a', 3, 4, 4, 'n/a', 'n/a', 4, 3, 3, 2, 3, 4)",3.3,"(2, 'n/a', 'n/a', 3, 2, 4, 'n/a', 'n/a', 4, 3, 3, 3, 4, 4)",3.2,"(3, 'n/a', 'n/a', 3, 3, 4, 'n/a', 'n/a', 4, 3, 3, 3, 3, 4)",3.3,"(3, 'n/a', 'n/a', 3, 3, 4, 'n/a', 'n/a', 4, 3, 3, 3, 3, 4)",3.3,"(1, 'n/a', 'n/a', 1, 1, 1, 'n/a', 'n/a', 1, 1, 1, 1, 1, 1)",1,"(3, 'n/a')",3.0,"(3, 'n/a')",3.0,"(3, 'n/a')",3.0,"(3, 'n/a')",3.0,"(1, 'n/a')",1,"(3, 'n/a', 'n/a', 3, 4, 4, 'n/a', 'n/a', 4, 3, 3, 2, 3, 4)(3, 'n/a')",3.15,"(2, 'n/a', 'n/a', 3, 2, 4, 'n/a', 'n/a', 4, 3, 3, 3, 4, 4)(3, 'n/a')",3.1,"(3, 'n/a', 'n/a', 3, 3, 4, 'n/a', 'n/a', 4, 3, 3, 3, 3, 4)(3, 'n/a')",3.15,"(3, 'n/a', 'n/a', 3, 3, 4, 'n/a', 'n/a', 4, 3, 3, 3, 3, 4)(3, 'n/a')",3.15,"(1, 'n/a', 'n/a', 1, 1, 1, 'n/a', 'n/a', 1, 1, 1, 1, 1, 1)(1, 'n/a')",1
FQgSwoi-z9hF-EpCKMdbFA,"(2, 'n/a', 'n/a', 3, 4, 4, 5, 'n/a', 4, 3, 2, 2, 'n/a', 4)",3.3,"(3, 'n/a', 'n/a', 3, 3, 3, 5, 'n/a', 4, 2, 2, 2, 'n/a', 5)",3.2,"(3, 'n/a', 'n/a', 3, 4, 4, 5, 'n/a', 4, 2, 2, 1, 'n/a', 4)",3.2,"(3, 'n/a', 'n/a', 3, 4, 4, 5, 'n/a', 4, 2, 2, 2, 'n/a', 4)",3.3,"(1, 'n/a', 'n/a', 1, 1, 1, 1, 'n/a', 1, 1, 1, 1, 'n/a', 1)",1,"(4,)",4.0,"(4,)",4.0,"(4,)",4.0,"(4,)",4.0,"(1,)",1,"(2, 'n/a', 'n/a', 3, 4, 4, 5, 'n/a', 4, 3, 2, 2, 'n/a', 4)(4,)",3.65,"(3, 'n/a', 'n/a', 3, 3, 3, 5, 'n/a', 4, 2, 2, 2, 'n/a', 5)(4,)",3.6,"(3, 'n/a', 'n/a', 3, 4, 4, 5, 'n/a', 4, 2, 2, 1, 'n/a', 4)(4,)",3.6,"(3, 'n/a', 'n/a', 3, 4, 4, 5, 'n/a', 4, 2, 2, 2, 'n/a', 4)(4,)",3.65,"(1, 'n/a', 'n/a', 1, 1, 1, 1, 'n/a', 1, 1, 1, 1, 'n/a', 1)(1,)",1
iKmP0W2BH4GP82vrGWPs1Q,"(2, 'n/a', 'n/a', 2, 3, 4, 'n/a', 3, 3, 1, 3, 2, 'n/a', 2)",2.5,"(2, 'n/a', 'n/a', 2, 2, 3, 'n/a', 2, 3, 2, 3, 4, 'n/a', 1)",2.4,"(2, 'n/a', 'n/a', 2, 2, 3, 'n/a', 2, 3, 1, 3, 2, 'n/a', 1)",2.1,"(2, 'n/a', 'n/a', 2, 2, 3, 'n/a', 2, 3, 2, 3, 2, 'n/a', 1)",2.2,"(1, 'n/a', 'n/a', 1, 1, 1, 'n/a', 1, 1, 1, 1, 1, 'n/a', 1)",1,"(3, 'n/a')",3.0,"(3, 'n/a')",3.0,"(3, 'n/a')",3.0,"(3, 'n/a')",3.0,"(1, 'n/a')",1,"(2, 'n/a', 'n/a', 2, 3, 4, 'n/a', 3, 3, 1, 3, 2, 'n/a', 2)(3, 'n/a')",2.75,"(2, 'n/a', 'n/a', 2, 2, 3, 'n/a', 2, 3, 2, 3, 4, 'n/a', 1)(3, 'n/a')",2.7,"(2, 'n/a', 'n/a', 2, 2, 3, 'n/a', 2, 3, 1, 3, 2, 'n/a', 1)(3, 'n/a')",2.55,"(2, 'n/a', 'n/a', 2, 2, 3, 'n/a', 2, 3, 2, 3, 2, 'n/a', 1)(3, 'n/a')",2.6,"(1, 'n/a', 'n/a', 1, 1, 1, 'n/a', 1, 1, 1, 1, 1, 'n/a', 1)(1, 'n/a')",1
AA_i5tognfLQdnFrw-biyA,"(4, 'n/a', 'n/a', 4, 3, 4, 'n/a', 3, 4, 3, 4, 3, 'n/a', 3)",3.5,"(3, 'n/a', 'n/a', 4, 3, 4, 'n/a', 4, 4, 3, 4, 4, 'n/a', 5)",3.8,"(3, 'n/a', 'n/a', 4, 4, 4, 'n/a', 4, 4, 4, 4, 3, 'n/a', 5)",3.9,"(3, 'n/a', 'n/a', 4, 3, 4, 'n/a', 4, 4, 3, 4, 3, 'n/a', 4)",3.6,"(1, 'n/a', 'n/a', 1, 1, 1, 'n/a', 1, 1, 1, 1, 1, 'n/a', 1)",1,"(4,)",4.0,"(5,)",5.0,"(4,)",4.0,"(4,)",4.0,"(1,)",1,"(4, 'n/a', 'n/a', 4, 3, 4, 'n/a', 3, 4, 3, 4, 3, 'n/a', 3)(4,)",3.75,"(3, 'n/a', 'n/a', 4, 3, 4, 'n/a', 4, 4, 3, 4, 4, 'n/a', 5)(5,)",4.4,"(3, 'n/a', 'n/a', 4, 4, 4, 'n/a', 4, 4, 4, 4, 3, 'n/a', 5)(4,)",3.95,"(3, 'n/a', 'n/a', 4, 3, 4, 'n/a', 4, 4, 3, 4, 3, 'n/a', 4)(4,)",3.8,"(1, 'n/a', 'n/a', 1, 1, 1, 'n/a', 1, 1, 1, 1, 1, 'n/a', 1)(1,)",1
Eq7Rr9mDCrHzApmN1uG95w,"(3, 'n/a', 'n/a', 2, 3, 4, 4, 'n/a', 4, 4, 3, 2, 'n/a', 4)",3.3,"(3, 'n/a', 'n/a', 2, 3, 4, 4, 'n/a', 4, 3, 3, 4, 'n/a', 3)",3.3,"(3, 'n/a', 'n/a', 2, 2, 4, 4, 'n/a', 4, 4, 4, 1, 'n/a', 3)",3.1,"(3, 'n/a', 'n/a', 2, 3, 4, 4, 'n/a', 4, 3, 3, 2, 'n/a', 3)",3.1,"(1, 'n/a', 'n/a', 1, 1, 1, 1, 'n/a', 1, 1, 1, 1, 'n/a', 1)",1,"(4, 'n/a')",4.0,"(3, 'n/a')",3.0,"(4, 'n/a')",4.0,"(4, 'n/a')",4.0,"(1, 'n/a')",1,"(3, 'n/a', 'n/a', 2, 3, 4, 4, 'n/a', 4, 4, 3, 2, 'n/a', 4)(4, 'n/a')",3.65,"(3, 'n/a', 'n/a', 2, 3, 4, 4, 'n/a', 4, 3, 3, 4, 'n/a', 3)(3, 'n/a')",3.15,"(3, 'n/a', 'n/a', 2, 2, 4, 4, 'n/a', 4, 4, 4, 1, 'n/a', 3)(4, 'n/a')",3.55,"(3, 'n/a', 'n/a', 2, 3, 4, 4, 'n/a', 4, 3, 3, 2, 'n/a', 3)(4, 'n/a')",3.55,"(1, 'n/a', 'n/a', 1, 1, 1, 1, 'n/a', 1, 1, 1, 1, 'n/a', 1)(1, 'n/a')",1
UBsfRv3oF8gEp5REgkiK1g,"(1, 'n/a', 3, 1, 3, 4, 4, 'n/a', 3, 'n/a', 3, 2, 'n/a', 1)",2.5,"(2, 'n/a', 3, 1, 2, 3, 4, 'n/a', 3, 'n/a', 3, 3, 'n/a', 1)",2.5,"(1, 'n/a', 3, 1, 3, 4, 4, 'n/a', 3, 'n/a', 3, 1, 'n/a', 1)",2.4,"(1, 'n/a', 3, 1, 3, 4, 4, 'n/a', 3, 'n/a', 3, 2, 'n/a', 1)",2.5,"(1, 'n/a', 1, 1, 1, 1, 1, 'n/a', 1, 'n/a', 1, 1, 'n/a', 1)",1,"(3, 'n/a')",3.0,"(3, 'n/a')",3.0,"(3, 'n/a')",3.0,"(3, 'n/a')",3.0,"(1, 'n/a')",1,"(1, 'n/a', 3, 1, 3, 4, 4, 'n/a', 3, 'n/a', 3, 2, 'n/a', 1)(3, 'n/a')",2.75,"(2, 'n/a', 3, 1, 2, 3, 4, 'n/a', 3, 'n/a', 3, 3, 'n/a', 1)(3, 'n/a')",2.75,"(1, 'n/a', 3, 1, 3, 4, 4, 'n/a', 3, 'n/a', 3, 1, 'n/a', 1)(3, 'n/a')",2.7,"(1, 'n/a', 3, 1, 3, 4, 4, 'n/a', 3, 'n/a', 3, 2, 'n/a', 1)(3, 'n/a')",2.75,"(1, 'n/a', 1, 1, 1, 1, 1, 'n/a', 1, 'n/a', 1, 1, 'n/a', 1)(1, 'n/a')",1
_GSQUHlTcdgc2y18ktqYVA,"(2, 'n/a', 'n/a', 'n/a', 4, 4, 5, 3, 3, 'n/a', 3, 3, 4, 5)",3.6,"(2, 'n/a', 'n/a', 'n/a', 2, 4, 5, 2, 2, 'n/a', 2, 3, 4, 4)",3.0,"(2, 'n/a', 'n/a', 'n/a', 4, 3, 5, 3, 2, 'n/a', 2, 2, 3, 5)",3.1,"(2, 'n/a', 'n/a', 'n/a', 4, 4, 5, 3, 2, 'n/a', 2, 3, 4, 5)",3.4,"(1, 'n/a', 'n/a', 'n/a', 1, 1, 1, 1, 1, 'n/a', 1, 1, 1, 1)",1,"(4, 'n/a')",4.0,"(3, 'n/a')",3.0,"(2, 'n/a')",2.0,"(3, 'n/a')",3.0,"(1, 'n/a')",1,"(2, 'n/a', 'n/a', 'n/a', 4, 4, 5, 3, 3, 'n/a', 3, 3, 4, 5)(4, 'n/a')",3.8,"(2, 'n/a', 'n/a', 'n/a', 2, 4, 5, 2, 2, 'n/a', 2, 3, 4, 4)(3, 'n/a')",3.0,"(2, 'n/a', 'n/a', 'n/a', 4, 3, 5, 3, 2, 'n/a', 2, 2, 3, 5)(2, 'n/a')",2.55,"(2, 'n/a', 'n/a', 'n/a', 4, 4, 5, 3, 2, 'n/a', 2, 3, 4, 5)(3, 'n/a')",3.2,"(1, 'n/a', 'n/a', 'n/a', 1, 1, 1, 1, 1, 'n/a', 1, 1, 1, 1)(1, 'n/a')",1
9047gRB60ylCWQXSu0Sx_g,"(3, 'n/a', 'n/a', 3, 4, 4, 5, 4, 4, 'n/a', 4, 4, 'n/a', 4)",3.9,"(3, 'n/a', 'n/a', 3, 3, 4, 5, 5, 4, 'n/a', 4, 5, 'n/a', 4)",4.0,"(3, 'n/a', 'n/a', 3, 3, 4, 5, 4, 4, 'n/a', 4, 4, 'n/a', 3)",3.7,"(3, 'n/a', 'n/a', 3, 3, 4, 5, 4, 4, 'n/a', 4, 4, 'n/a', 4)",3.8,"(1, 'n/a', 'n/a', 1, 1, 1, 1, 1, 1, 'n/a', 1, 1, 'n/a', 1)",1,"(4, 'n/a')",4.0,"(4, 'n/a')",4.0,"(4, 'n/a')",4.0,"(4, 'n/a')",4.0,"(1, 'n/a')",1,"(3, 'n/a', 'n/a', 3, 4, 4, 5, 4, 4, 'n/a', 4, 4, 'n/a', 4)(4, 'n/a')",3.95,"(3, 'n/a', 'n/a', 3, 3, 4, 5, 5, 4, 'n/a', 4, 5, 'n/a', 4)(4, 'n/a')",4.0,"(3, 'n/a', 'n/a', 3, 3, 4, 5, 4, 4, 'n/a', 4, 4, 'n/a', 3)(4, 'n/a')",3.85,"(3, 'n/a', 'n/a', 3, 3, 4, 5, 4, 4, 'n/a', 4, 4, 'n/a', 4)(4, 'n/a')",3.9,"(1, 'n/a', 'n/a', 1, 1, 1, 1, 1, 1, 'n/a', 1, 1, 'n/a', 1)(1, 'n/a')",1
0lRFqin8fW8nIQrCRcA-4A,"(3, 'n/a', 'n/a', 1, 2, 4, 'n/a', 3, 3, 2, 1, 2, 'n/a', 3)",2.4,"(2, 'n/a', 'n/a', 1, 1, 4, 'n/a', 2, 3, 3, 1, 3, 'n/a', 3)",2.3,"(2, 'n/a', 'n/a', 1, 2, 4, 'n/a', 2, 3, 2, 1, 1, 'n/a', 3)",2.1,"(2, 'n/a', 'n/a', 1, 1, 4, 'n/a', 2, 3, 2, 1, 2, 'n/a', 3)",2.1,"(1, 'n/a', 'n/a', 1, 1, 1, 'n/a', 1, 1, 1, 1, 1, 'n/a', 1)",1,"(3, 4)",3.5,"(4, 4)",4.0,"(2, 4)",3.0,"(3, 4)",3.5,"(1, 1)",1,"(3, 'n/a', 'n/a', 1, 2, 4, 'n/a', 3, 3, 2, 1, 2, 'n/a', 3)(3, 4)",2.95,"(2, 'n/a', 'n/a', 1, 1, 4, 'n/a', 2, 3, 3, 1, 3, 'n/a', 3)(4, 4)",3.15,"(2, 'n/a', 'n/a', 1, 2, 4, 'n/a', 2, 3, 2, 1, 1, 'n/a', 3)(2, 4)",2.55,"(2, 'n/a', 'n/a', 1, 1, 4, 'n/a', 2, 3, 2, 1, 2, 'n/a', 3)(3, 4)",2.8,"(1, 'n/a', 'n/a', 1, 1, 1, 'n/a', 1, 1, 1, 1, 1, 'n/a', 1)(1, 1)",1
kBmyVamprDY6Q8wv9mrAuw,"(1, 'n/a', 'n/a', 3, 3, 4, 'n/a', 'n/a', 4, 3, 1, '#', 3, 2)",2.6666666666666665,"(2, 'n/a', 'n/a', 3, 1, 3, 'n/a', 'n/a', 4, 3, 1, '#', 3, 1)",2.3333333333333335,"(2, 'n/a', 'n/a', 3, 2, 4, 'n/a', 'n/a', 4, 3, 1, '#', 3, 2)",2.6666666666666665,"(2, 'n/a', 'n/a', 3, 2, 4, 'n/a', 'n/a', 4, 3, 1, '#', 3, 2)",2.6666666666666665,"(1, 'n/a', 'n/a', 1, 1, 1, 'n/a', 'n/a', 1, 1, 1, 1, 1, 1)",1,"(2, 3)",2.5,"(2, 4)",3.0,"(2, 4)",3.0,"(2, 4)",3.0,"(1, 1)",1,"(1, 'n/a', 'n/a', 3, 3, 4, 'n/a', 'n/a', 4, 3, 1, '#', 3, 2)(2, 3)",2.583333333333333,"(2, 'n/a', 'n/a', 3, 1, 3, 'n/a', 'n/a', 4, 3, 1, '#', 3, 1)(2, 4)",2.666666666666667,"(2, 'n/a', 'n/a', 3, 2, 4, 'n/a', 'n/a', 4, 3, 1, '#', 3, 2)(2, 4)",2.833333333333333,"(2, 'n/a', 'n/a', 3, 2, 4, 'n/a', 'n/a', 4, 3, 1, '#', 3, 2)(2, 4)",2.833333333333333,"(1, 'n/a', 'n/a', 1, 1, 1, 'n/a', 'n/a', 1, 1, 1, 1, 1, 1)(1, 1)",1
o9926QJPaB1YzACZN9e3DA,"(2, 'n/a', 2, 2, 2, 4, 4, 'n/a', 3, 'n/a', 2, 3, 'n/a', 4)",2.8,"(2, 'n/a', 2, 2, 1, 3, 4, 'n/a', 3, 'n/a', 2, 5, 'n/a', 5)",2.9,"(4, 'n/a', 2, 2, 4, 4, 4, 'n/a', 3, 'n/a', 2, 3, 'n/a', 4)",3.2,"(3, 'n/a', 2, 2, 3, 4, 4, 'n/a', 3, 'n/a', 2, 3, 'n/a', 4)",3.0,"(1, 'n/a', 1, 1, 1, 1, 1, 'n/a', 1, 'n/a', 1, 1, 'n/a', 1)",1,"(3, 'n/a')",3.0,"(2, 'n/a')",2.0,"(2, 'n/a')",2.0,"(2, 'n/a')",2.0,"(1, 'n/a')",1,"(2, 'n/a', 2, 2, 2, 4, 4, 'n/a', 3, 'n/a', 2, 3, 'n/a', 4)(3, 'n/a')",2.9,"(2, 'n/a', 2, 2, 1, 3, 4, 'n/a', 3, 'n/a', 2, 5, 'n/a', 5)(2, 'n/a')",2.45,"(4, 'n/a', 2, 2, 4, 4, 4, 'n/a', 3, 'n/a', 2, 3, 'n/a', 4)(2, 'n/a')",2.6,"(3, 'n/a', 2, 2, 3, 4, 4, 'n/a', 3, 'n/a', 2, 3, 'n/a', 4)(2, 'n/a')",2.5,"(1, 'n/a', 1, 1, 1, 1, 1, 'n/a', 1, 'n/a', 1, 1, 'n/a', 1)(1, 'n/a')",1
