id,cogency,cogency_mean,effectiveness,effectiveness_mean,reasonableness,reasonableness_mean,overall,overall_mean,argumentative,argumentative_majority,text,title
341H3G5YF0N6SLN761GBJUO88QH0Z9,"(2,)",2.0,"(2,)",2.0,"(2,)",2.0,"(2,)",2.0,"(1,)",1,"The recidivism rate overall for sex crimes is 3.5% conviction rate. Out of that 3.5% only 1.2% are recidivists against children. Dr. Fred Berlin, however, who is a Renowned Therapist at Johns Hopkins University, puts that percentage at less than 1/10 of 1%. 

The media and the politicians are using rehabilitated former sex offenders to create hysteria to sell papers and News on TV and to gain more votes for the politicians. That is all it is. 

I work with rehabilitated former sex offenders every day and I would trust any one of them. 

90 to 95% of sex offenses are committed by someone known to the child. Therefore, the little theory of a sexual predator behind every bush is nothing but a little lie.

Please people, RESEARCH. LEARN. The Registries are nothing but a farce and are giving you a false sense of security.",I just found out that sex offenders commit less than 5% of sex crimes...  Are we hating the wrong people?
3J9UN9O9J31GS6I3OFDPV00IPS4J07,"(2, 1, 'n/a', 'n/a', 'n/a', 'n/a', 1, 3, 4, 3, 'n/a', 'n/a', 2, 4, 'n/a', 'n/a', '#', 'n/a', 4, 'n/a')",2.6666666666666665,"(2, 1, 'n/a', 'n/a', 'n/a', 'n/a', 2, 2, 5, 4, 'n/a', 'n/a', 3, 3, 'n/a', 'n/a', '#', 'n/a', 3, 'n/a')",2.7777777777777777,"(2, 1, 'n/a', 'n/a', 'n/a', 'n/a', 1, 2, 5, 3, 'n/a', 'n/a', 4, 2, 'n/a', 'n/a', '#', 'n/a', 2, 'n/a')",2.4444444444444446,"(2, 1, 'n/a', 'n/a', 'n/a', 'n/a', 1, 2, 5, 3, 'n/a', 'n/a', 3, 3, 'n/a', 'n/a', '#', 'n/a', 3, 'n/a')",2.5555555555555554,"(1, 1, 'n/a', 'n/a', 'n/a', 'n/a', 1, 1, 1, 1, 'n/a', 'n/a', 1, 1, 'n/a', 'n/a', 0, 'n/a', 1, 'n/a')",1,"Yes, I believe that the United States should employ such methods of corporeal punishment for particularly heinous crimes like the caining they do in Japan, only for serious crimes, not for spray painting graffiti or jaywalking because that would make us barbarians. Crimes like rape and very serious drug trafficing charges (not for smoking a single joint but rather transporting over one metric ton of cocaine in), and things of a grave and serious nature.",should we return to the use of corporal punishment for selected crimes?
3HUR21WDDUYEKLJDDR3ZE12HC3XYXA,"(4,)",4.0,"(4,)",4.0,"(3,)",3.0,"(4,)",4.0,"(1,)",1,"Some attorneys are members of the BBB.  However, you really need to contact the state bar because that is the organization that actually handles disciplinary actions against lawyers.  In California, for example, you can research the license status and disciplinary history of a an attorney.  See the link below.  Not all of these records will be online, but the state bar website should tell you where to call for write.",How can I find information (on-line) to see if a lawyer has had any complaints?
3L2OEKSTW9JO5KI55JR7Y2LOLUP8YD,"(3, '#', 3, 'n/a', 'n/a', 'n/a', 4, 4, 'n/a', 4, 'n/a', 'n/a', 4, 'n/a', '#', 5, '#', 'n/a', 'n/a', 'n/a')",3.857142857142857,"(3, '#', 3, 'n/a', 'n/a', 'n/a', 4, 4, 'n/a', 3, 'n/a', 'n/a', 2, 'n/a', '#', 5, '#', 'n/a', 'n/a', 'n/a')",3.4285714285714284,"(3, '#', 3, 'n/a', 'n/a', 'n/a', 4, 4, 'n/a', 3, 'n/a', 'n/a', 3, 'n/a', '#', 4, '#', 'n/a', 'n/a', 'n/a')",3.4285714285714284,"(3, '#', 3, 'n/a', 'n/a', 'n/a', 4, 4, 'n/a', 3, 'n/a', 'n/a', 3, 'n/a', '#', 5, '#', 'n/a', 'n/a', 'n/a')",3.5714285714285716,"(1, 0, 1, 'n/a', 'n/a', 'n/a', 1, 1, 'n/a', 1, 'n/a', 'n/a', 1, 'n/a', 0, 1, 0, 'n/a', 'n/a', 'n/a')",1,"Legally, I belive it's 2 people per room, so 6. But, it also depends on the square footage. If you are living in a 500 sq foot apartment, it's going to be less than 6. If you are living in a 2000 square foot apartment, it's going to be more.  That said, most land lords will not care if it's more than that, as long as you can fit comfortably in the home, and you are all related. 

It's not so much a rental law, though, it's a fire code. Check with the local fire department on what they say about square footage per person.",renter's rights in michigan?
38LRF35D5L5LNESUJ1ZM4070AVKU3U,"(3, 'n/a', 2, 'n/a', 3, 'n/a', '#', 4, 'n/a', '#', 'n/a', 'n/a', 4, 4, 3, 3, 'n/a', 'n/a', 'n/a', 'n/a')",3.25,"(3, 'n/a', 2, 'n/a', 3, 'n/a', '#', 4, 'n/a', '#', 'n/a', 'n/a', 2, 5, 3, 3, 'n/a', 'n/a', 'n/a', 'n/a')",3.125,"(3, 'n/a', 2, 'n/a', 3, 'n/a', '#', 4, 'n/a', '#', 'n/a', 'n/a', 3, 3, 2, 2, 'n/a', 'n/a', 'n/a', 'n/a')",2.75,"(3, 'n/a', 2, 'n/a', 3, 'n/a', '#', 4, 'n/a', '#', 'n/a', 'n/a', 3, 4, 3, 3, 'n/a', 'n/a', 'n/a', 'n/a')",3.125,"(1, 'n/a', 1, 'n/a', 1, 'n/a', 0, 1, 'n/a', 0, 'n/a', 'n/a', 1, 1, 1, 1, 'n/a', 'n/a', 'n/a', 'n/a')",1,"When the question is asked, it must be answered honestly.  It is during the inverview that you can offer your explanation.  Also, if you want, you can attach an explanation to the application.  However, no matter how many years, you are obligated to tell the truth or be subject to termination anytime by the company when it is discovered.  Your honesty is much more important than any felony record.  Be honest and truthful.","If you are convicted of a felony over 10 yrs ago, do you have to disclose that on employment applications?"
3VQTAXTYN3UQQ9W7YUESMJ5CXCZBUH,"(2, 2, 2, 'n/a', 'n/a', 'n/a', 4, 3, 'n/a', 3, 'n/a', 'n/a', 1, 1, 3, 4, 'n/a', 'n/a', 'n/a', 'n/a')",2.5,"(2, 2, 2, 'n/a', 'n/a', 'n/a', 2, 3, 'n/a', 2, 'n/a', 'n/a', 1, 1, 3, 3, 'n/a', 'n/a', 'n/a', 'n/a')",2.1,"(2, 2, 2, 'n/a', 'n/a', 'n/a', 3, 3, 'n/a', 2, 'n/a', 'n/a', 2, 1, 2, 2, 'n/a', 'n/a', 'n/a', 'n/a')",2.1,"(2, 2, 2, 'n/a', 'n/a', 'n/a', 3, 3, 'n/a', 2, 'n/a', 'n/a', 1, 1, 3, 3, 'n/a', 'n/a', 'n/a', 'n/a')",2.2,"(1, 1, 1, 'n/a', 'n/a', 'n/a', 1, 1, 'n/a', 1, 'n/a', 'n/a', 1, 1, 1, 1, 'n/a', 'n/a', 'n/a', 'n/a')",1,"I would seriously reconsider dude. Security in America is now approaching fascism. If you really want to take it, pack it up hella good in like plastic wrap, then put it in a plastic sandwich container. (no tin foil, metal, etc) Then wrap it up in a shirt and put it in your carry on or checked baggage. Good luck?",Airport security??
3E9VAUV7BWN2O8BK2HBLUTRJCTOAY5,"(3, '#', 3, 'n/a', 2, 'n/a', 'n/a', 4, 'n/a', 4, 'n/a', 'n/a', 4, 3, 4, 'n/a', 'n/a', 'n/a', 3, 'n/a')",3.3333333333333335,"(2, '#', 3, 'n/a', 2, 'n/a', 'n/a', 4, 'n/a', 3, 'n/a', 'n/a', 4, 2, 2, 'n/a', 'n/a', 'n/a', 1, 'n/a')",2.5555555555555554,"(2, '#', 3, 'n/a', 2, 'n/a', 'n/a', 4, 'n/a', 3, 'n/a', 'n/a', 4, 2, 3, 'n/a', 'n/a', 'n/a', 3, 'n/a')",2.888888888888889,"(2, '#', 3, 'n/a', 2, 'n/a', 'n/a', 4, 'n/a', 3, 'n/a', 'n/a', 4, 3, 3, 'n/a', 'n/a', 'n/a', 2, 'n/a')",2.888888888888889,"(1, 0, 1, 'n/a', 1, 'n/a', 'n/a', 1, 'n/a', 1, 'n/a', 'n/a', 1, 1, 1, 'n/a', 'n/a', 'n/a', 1, 'n/a')",1,"I've never done a name change petition myself, but I have observed hearings on them.  Unless somone opposes your request, I wouldn't expect the judge to spend too much time on the matter.  The judge might ask you why you are changing your name and may ask you questions to make sure you followed the proper procedures.  If you filled out the forms correctly and gave all the legaly required notices, you should be just fine.","Name change,  Questions from magistrate?"
3VEI3XUCZR60EB50D51OCSNH7H9RPD,"(1, 'n/a', '#', 'n/a', '#', 'n/a', 2, 2, 'n/a', 3, 'n/a', 'n/a', 2, '#', 'n/a', '#', 'n/a', 'n/a', 4, 'n/a')",2.3333333333333335,"(1, 'n/a', '#', 'n/a', '#', 'n/a', 2, 2, 'n/a', 4, 'n/a', 'n/a', 2, '#', 'n/a', '#', 'n/a', 'n/a', 3, 'n/a')",2.3333333333333335,"(1, 'n/a', '#', 'n/a', '#', 'n/a', 2, 2, 'n/a', 3, 'n/a', 'n/a', 1, '#', 'n/a', '#', 'n/a', 'n/a', 4, 'n/a')",2.1666666666666665,"(1, 'n/a', '#', 'n/a', '#', 'n/a', 2, 2, 'n/a', 3, 'n/a', 'n/a', 2, '#', 'n/a', '#', 'n/a', 'n/a', 4, 'n/a')",2.3333333333333335,"(1, 'n/a', 0, 'n/a', 0, 'n/a', 1, 1, 'n/a', 1, 'n/a', 'n/a', 1, 0, 'n/a', 0, 'n/a', 'n/a', 1, 'n/a')",1,"joe don't take this the wrong way... i hope you have success with the kids... the best way for the sake of them is too stay amicable with the ex... there is nothing harder than living away from your kids... you have to patient also... sorry joe, the kids will probably end up with mum... the children have really... from experience, be in clear danger, to prised away from mum... that is if they are not old enough to make the decision themselves.

even then it can be difficult!

possesions... next time store everything in your loft, and tell them you have nothing!!!! in fact really think twice about a next time!",uk divorce?
374UMBUHN5YU019OCPKDS7PSXURCTK,"(4, 4, 4, 'n/a', 2, 'n/a', 'n/a', 'n/a', 3, '#', 'n/a', 'n/a', 'n/a', 3, 4, 5, '#', 'n/a', 'n/a', 'n/a')",3.625,"(2, 4, 4, 'n/a', 2, 'n/a', 'n/a', 'n/a', 3, '#', 'n/a', 'n/a', 'n/a', 3, 4, 5, '#', 'n/a', 'n/a', 'n/a')",3.375,"(3, 4, 4, 'n/a', 2, 'n/a', 'n/a', 'n/a', 3, '#', 'n/a', 'n/a', 'n/a', 4, 4, 5, '#', 'n/a', 'n/a', 'n/a')",3.625,"(3, 4, 4, 'n/a', 2, 'n/a', 'n/a', 'n/a', 3, '#', 'n/a', 'n/a', 'n/a', 3, 4, 5, '#', 'n/a', 'n/a', 'n/a')",3.5,"(1, 1, 1, 'n/a', 1, 'n/a', 'n/a', 'n/a', 1, 0, 'n/a', 'n/a', 'n/a', 1, 1, 1, 0, 'n/a', 'n/a', 'n/a')",1,"WHAT IS A CONSERVATOR?

A conservator is a person appointed by the probate court to oversee the financial or personal affairs of an adult who has been determined to be incapable of managing his or her own affairs. 
There are two basic types of conservators. A Conservator of Estate provides supervision of the financial affairs of an adult who cannot manage his or her own affairs to the extent that property will be wasted unless management is provided. 
A Conservator of Person provides supervision of the personal affairs of an individual including substitute decision making to ensure that the respondent (the conserved person) has nutritious meals, clothing, safe and adequate housing, personal hygiene, and is protected from physical abuse or harm. 


Based on what that says, she is responsible to pay for your debts with YOUR MONEY not hers. If you have no money your credit will become bad and you might have difficulties getting loans. Also you will prolly loose your credit card. That's basically what Im reading.",pay card with my money?
3R0WOCG21MIJ56URCQ5YH9TC0XAUD6,"(3, '#', 'n/a', 'n/a', 3, 'n/a', '#', 3, 'n/a', 3, 'n/a', 'n/a', 3, 2, 4, 'n/a', 'n/a', 4, 'n/a', 'n/a')",3.125,"(3, '#', 'n/a', 'n/a', 3, 'n/a', '#', 3, 'n/a', 2, 'n/a', 'n/a', 3, 1, 2, 'n/a', 'n/a', 4, 'n/a', 'n/a')",2.625,"(3, '#', 'n/a', 'n/a', 3, 'n/a', '#', 4, 'n/a', 2, 'n/a', 'n/a', 3, 3, 3, 'n/a', 'n/a', 4, 'n/a', 'n/a')",3.125,"(3, '#', 'n/a', 'n/a', 3, 'n/a', '#', 3, 'n/a', 2, 'n/a', 'n/a', 3, 2, 3, 'n/a', 'n/a', 4, 'n/a', 'n/a')",2.875,"(1, 0, 'n/a', 'n/a', 1, 'n/a', 0, 1, 'n/a', 1, 'n/a', 'n/a', 1, 1, 1, 'n/a', 'n/a', 1, 'n/a', 'n/a')",1,"Well, I don't think it matters that Don knows that he will be sharing a hall with Mr. Lex.  While he may be aware of Mr. Lex's actions, he is not taking part in them in any way.  I would liken it to a mall where Store A is Don and Store B is Mr. Lex.  Store A is under no obligation to Store B.  The mall (University) should be the one who makes sure everything is legal. 

Don could always enter into the contract and then make an anonymous tip to the police about the pirated DVDs.",What is the advise that I can give to Don on these terms of contract?
3MYASTQBG7KRDDNAVHLT78WNXC5DQL,"('n/a', 2, 2, 'n/a', 'n/a', 'n/a', '#', 4, 4, 'n/a', 'n/a', 'n/a', 4, 4, 3, 4, '#', 'n/a', 'n/a', 'n/a')",3.375,"('n/a', 2, 2, 'n/a', 'n/a', 'n/a', '#', 3, 4, 'n/a', 'n/a', 'n/a', 4, 4, 3, 4, '#', 'n/a', 'n/a', 'n/a')",3.25,"('n/a', 3, 2, 'n/a', 'n/a', 'n/a', '#', 4, 4, 'n/a', 'n/a', 'n/a', 4, 4, 3, 4, '#', 'n/a', 'n/a', 'n/a')",3.5,"('n/a', 2, 2, 'n/a', 'n/a', 'n/a', '#', 4, 4, 'n/a', 'n/a', 'n/a', 4, 3, 3, 4, '#', 'n/a', 'n/a', 'n/a')",3.25,"('n/a', 1, 1, 'n/a', 'n/a', 'n/a', 0, 1, 1, 'n/a', 'n/a', 'n/a', 1, 1, 1, 1, 0, 'n/a', 'n/a', 'n/a')",1,"I can't imagine there would be anything for yout o worry about. If your father had a properly esecuted will and trust, then there should be no grappeling from your sister. He excluded her, that is it. Now, if you feel that you are morally obligated to give her something then you should feel free to do so. There are ways that you can go about making sure that the money goes directly to your sister - not becoming marital property (depending on what state we are talking about) as well. 

With that said, that does not mean that you sister could not contest the will/trust. But as I said before, if the will and trust are properly executed, she is going to have a very hard time finding an attorney that would think it would be worthwhile. 

Good luck to you and I am sorry for your loss.",trusts etc?
36JW4WBR06TBY4233XTPMU77IPTHFI,"('#', 3, '#')",3.0,"('#', 2, '#')",2.0,"('#', 2, '#')",2.0,"('#', 2, '#')",2.0,"('#', 1, 0)",#,"Got news for all of you.  The ""coathanger"" line is only a scare tactic, just like the threat of having a child through rape or incest.

The fact is that abortion is 100% lethal for the child.

Anyone that doesn't believe that the unborn is a child needs to see the movie ""Silent Scream"".  Bring a barf bag.

I believe that we should have films of abortions performed on women from their first week up to the late term abortions.  The age of your fetus determines the film you have to watch.  Don't watch, no abortion.

Not many mothers would have one when they get to watch the ""fetus"" flail with hands and feet while the surgeon rips the back of their head open and vacuums out the brain.

Think that's sick?  That's exactly what a late term abortion is.  That's a ""woman's right to choose"".

That's Murder.  Period.",What do you think of this idiot - S.D. Governor Signs Abortion Ban Into Law?
