id,cogency_crowd,cogency_mean_crowd,effectiveness_crowd,effectiveness_mean_crowd,reasonableness_crowd,reasonableness_mean_crowd,overall_crowd,overall_mean_crowd,argumentative_crowd,argumentative_majority_crowd,cogency_experts,cogency_mean_experts,effectiveness_experts,effectiveness_mean_experts,reasonableness_experts,reasonableness_mean_experts,overall_experts,overall_mean_experts,argumentative_experts,argumentative_majority_experts,cogency,cogency_mean,effectiveness,effectiveness_mean,reasonableness,reasonableness_mean,overall,overall_mean,argumentative,argumentative_majority
34YWR3PJ28JHNQNS5JSQM98X0BN0XM,"(2, 'n/a', 3, 'n/a', 2, 2, 4, 'n/a', 3, 3, 2, 2, 'n/a', 1)",2.4,"(2, 'n/a', 3, 'n/a', 2, 2, 4, 'n/a', 1, 3, 2, 2, 'n/a', 1)",2.2,"(2, 'n/a', 3, 'n/a', 2, 2, 4, 'n/a', 2, 3, 3, 2, 'n/a', 1)",2.4,"(2, 'n/a', 3, 'n/a', 2, 2, 4, 'n/a', 1, 3, 2, 2, 'n/a', 1)",2.2,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"(3, 3, 2)",2.6666666666666665,"(3, 3, 2)",2.6666666666666665,"(3, 3, 2)",2.6666666666666665,"(3, 3, 2)",2.6666666666666665,"(1, 1, 1)",1,"(2, 'n/a', 3, 'n/a', 2, 2, 4, 'n/a', 3, 3, 2, 2, 'n/a', 1)(3, 3, 2)",2.533333333333333,"(2, 'n/a', 3, 'n/a', 2, 2, 4, 'n/a', 1, 3, 2, 2, 'n/a', 1)(3, 3, 2)",2.4333333333333336,"(2, 'n/a', 3, 'n/a', 2, 2, 4, 'n/a', 2, 3, 3, 2, 'n/a', 1)(3, 3, 2)",2.533333333333333,"(2, 'n/a', 3, 'n/a', 2, 2, 4, 'n/a', 1, 3, 2, 2, 'n/a', 1)(3, 3, 2)",2.4333333333333336,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')(1, 1, 1)",1
3511RHPADVNANQQ2LD8HVBEX2SCRLP,"(1, 3, 3, 'n/a', 3, 3, 4, 'n/a', 4, 3, 4, 'n/a', 'n/a', 5)",3.3,"(2, 3, 3, 'n/a', 3, 2, 4, 'n/a', 4, 2, 5, 'n/a', 'n/a', 4)",3.2,"(2, 3, 3, 'n/a', 3, 2, 4, 'n/a', 3, 3, 3, 'n/a', 'n/a', 4)",3.0,"(2, 3, 3, 'n/a', 3, 2, 4, 'n/a', 3, 3, 4, 'n/a', 'n/a', 4)",3.1,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"(4, 5, 3)",4.0,"(5, 5, 4)",4.666666666666667,"(4, 5, 3)",4.0,"(4, 5, 3)",4.0,"(1, 1, 1)",1,"(1, 3, 3, 'n/a', 3, 3, 4, 'n/a', 4, 3, 4, 'n/a', 'n/a', 5)(4, 5, 3)",3.65,"(2, 3, 3, 'n/a', 3, 2, 4, 'n/a', 4, 2, 5, 'n/a', 'n/a', 4)(5, 5, 4)",3.9333333333333336,"(2, 3, 3, 'n/a', 3, 2, 4, 'n/a', 3, 3, 3, 'n/a', 'n/a', 4)(4, 5, 3)",3.5,"(2, 3, 3, 'n/a', 3, 2, 4, 'n/a', 3, 3, 4, 'n/a', 'n/a', 4)(4, 5, 3)",3.55,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')(1, 1, 1)",1
351S7I5UG95JD2AAPLFN6CWVX1MNJP,"(4, 3, 3, 'n/a', 3, 2, 3, 'n/a', 5, 2, 3, 3, 'n/a', 'n/a')",3.1,"(3, 3, 3, 'n/a', 3, 3, 3, 'n/a', 4, 2, 3, 3, 'n/a', 'n/a')",3.0,"(3, 3, 3, 'n/a', 3, 2, 4, 'n/a', 4, 2, 1, 3, 'n/a', 'n/a')",2.8,"(3, 3, 3, 'n/a', 3, 2, 3, 'n/a', 4, 2, 2, 3, 'n/a', 'n/a')",2.8,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"(4, 4, 3)",3.6666666666666665,"(4, 4, 3)",3.6666666666666665,"(3, 4, 3)",3.3333333333333335,"(3, 4, 3)",3.3333333333333335,"(1, 1, 1)",1,"(4, 3, 3, 'n/a', 3, 2, 3, 'n/a', 5, 2, 3, 3, 'n/a', 'n/a')(4, 4, 3)",3.3833333333333333,"(3, 3, 3, 'n/a', 3, 3, 3, 'n/a', 4, 2, 3, 3, 'n/a', 'n/a')(4, 4, 3)",3.333333333333333,"(3, 3, 3, 'n/a', 3, 2, 4, 'n/a', 4, 2, 1, 3, 'n/a', 'n/a')(3, 4, 3)",3.0666666666666664,"(3, 3, 3, 'n/a', 3, 2, 3, 'n/a', 4, 2, 2, 3, 'n/a', 'n/a')(3, 4, 3)",3.0666666666666664,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')(1, 1, 1)",1
3538U0YQ1F3W4WV4OC4NI06XZIB3FT,"(4, 'n/a', 2, 'n/a', 2, 2, 3, 'n/a', 4, 4, 4, 'n/a', 4, 5)",3.4,"(4, 'n/a', 2, 'n/a', 2, 2, 3, 'n/a', 4, 4, 5, 'n/a', 4, 5)",3.5,"(4, 'n/a', 2, 'n/a', 2, 2, 4, 'n/a', 4, 4, 4, 'n/a', 4, 5)",3.5,"(4, 'n/a', 2, 'n/a', 2, 2, 3, 'n/a', 4, 4, 4, 'n/a', 4, 5)",3.4,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"(3, 4, 4)",3.6666666666666665,"(3, 4, 4)",3.6666666666666665,"(2, 4, 4)",3.3333333333333335,"(3, 4, 4)",3.6666666666666665,"(1, 1, 1)",1,"(4, 'n/a', 2, 'n/a', 2, 2, 3, 'n/a', 4, 4, 4, 'n/a', 4, 5)(3, 4, 4)",3.533333333333333,"(4, 'n/a', 2, 'n/a', 2, 2, 3, 'n/a', 4, 4, 5, 'n/a', 4, 5)(3, 4, 4)",3.583333333333333,"(4, 'n/a', 2, 'n/a', 2, 2, 4, 'n/a', 4, 4, 4, 'n/a', 4, 5)(2, 4, 4)",3.416666666666667,"(4, 'n/a', 2, 'n/a', 2, 2, 3, 'n/a', 4, 4, 4, 'n/a', 4, 5)(3, 4, 4)",3.533333333333333,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')(1, 1, 1)",1
356TQKY9XF65Q0M4IA17LP1RHGK78L,"(3, 3, 3, 'n/a', 2, 2, 3, 'n/a', 4, 'n/a', 3, 2, 'n/a', 2)",2.7,"(3, 3, 3, 'n/a', 2, 1, 3, 'n/a', 4, 'n/a', 4, 1, 'n/a', 1)",2.5,"(4, 3, 3, 'n/a', 2, 3, 2, 'n/a', 4, 'n/a', 2, 1, 'n/a', 1)",2.5,"(3, 3, 3, 'n/a', 2, 2, 3, 'n/a', 4, 'n/a', 3, 1, 'n/a', 1)",2.5,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"(3, 3, 3)",3.0,"(2, 4, 3)",3.0,"(3, 4, 3)",3.3333333333333335,"(3, 4, 3)",3.3333333333333335,"(1, 1, 1)",1,"(3, 3, 3, 'n/a', 2, 2, 3, 'n/a', 4, 'n/a', 3, 2, 'n/a', 2)(3, 3, 3)",2.85,"(3, 3, 3, 'n/a', 2, 1, 3, 'n/a', 4, 'n/a', 4, 1, 'n/a', 1)(2, 4, 3)",2.75,"(4, 3, 3, 'n/a', 2, 3, 2, 'n/a', 4, 'n/a', 2, 1, 'n/a', 1)(3, 4, 3)",2.916666666666667,"(3, 3, 3, 'n/a', 2, 2, 3, 'n/a', 4, 'n/a', 3, 1, 'n/a', 1)(3, 4, 3)",2.916666666666667,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')(1, 1, 1)",1
356ZPKYPUHQ9BCHMR0TIKOGEAPSYPW,"(1, 'n/a', 1, 'n/a', 2, 1, 2, 'n/a', 4, 4, 1, 'n/a', 2, 3)",2.1,"(2, 'n/a', 1, 'n/a', 2, 1, 3, 'n/a', 3, 4, 2, 'n/a', 2, 4)",2.4,"(2, 'n/a', 1, 'n/a', 2, 1, 4, 'n/a', 4, 4, 1, 'n/a', 2, 2)",2.3,"(2, 'n/a', 1, 'n/a', 2, 1, 3, 'n/a', 3, 4, 1, 'n/a', 2, 3)",2.2,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"(4, 4, 4)",4.0,"(4, 4, 4)",4.0,"(4, 4, 4)",4.0,"(4, 4, 4)",4.0,"(1, 1, 1)",1,"(1, 'n/a', 1, 'n/a', 2, 1, 2, 'n/a', 4, 4, 1, 'n/a', 2, 3)(4, 4, 4)",3.05,"(2, 'n/a', 1, 'n/a', 2, 1, 3, 'n/a', 3, 4, 2, 'n/a', 2, 4)(4, 4, 4)",3.2,"(2, 'n/a', 1, 'n/a', 2, 1, 4, 'n/a', 4, 4, 1, 'n/a', 2, 2)(4, 4, 4)",3.15,"(2, 'n/a', 1, 'n/a', 2, 1, 3, 'n/a', 3, 4, 1, 'n/a', 2, 3)(4, 4, 4)",3.1,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')(1, 1, 1)",1
359AP8GAGGT723CHZMHCNBXA7757CR,"(4, 'n/a', 3, 'n/a', 3, 4, 4, 'n/a', 5, 3, 4, 3, 'n/a', 4)",3.7,"(4, 'n/a', 3, 'n/a', 3, 4, 4, 'n/a', 5, 3, 4, 3, 'n/a', 4)",3.7,"(5, 'n/a', 3, 'n/a', 3, 4, 4, 'n/a', 5, 3, 3, 3, 'n/a', 3)",3.6,"(4, 'n/a', 3, 'n/a', 3, 4, 4, 'n/a', 5, 3, 4, 3, 'n/a', 4)",3.7,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"(4, 4, '#')",4.0,"(4, 4, '#')",4.0,"(4, 4, '#')",4.0,"(4, 4, '#')",4.0,"(1, 1, 0)",1,"(4, 'n/a', 3, 'n/a', 3, 4, 4, 'n/a', 5, 3, 4, 3, 'n/a', 4)(4, 4, '#')",3.85,"(4, 'n/a', 3, 'n/a', 3, 4, 4, 'n/a', 5, 3, 4, 3, 'n/a', 4)(4, 4, '#')",3.85,"(5, 'n/a', 3, 'n/a', 3, 4, 4, 'n/a', 5, 3, 3, 3, 'n/a', 3)(4, 4, '#')",3.8,"(4, 'n/a', 3, 'n/a', 3, 4, 4, 'n/a', 5, 3, 4, 3, 'n/a', 4)(4, 4, '#')",3.85,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')(1, 1, 0)",1
35A1YQPVFEPJS2KY33Y10UH9T6U5IC,"(3, 'n/a', 1, 'n/a', 3, 3, 4, 4, 4, 4, 2, 'n/a', 'n/a', 5)",3.3,"(2, 'n/a', 1, 'n/a', 3, 1, 4, 4, 3, 2, 3, 'n/a', 'n/a', 5)",2.8,"(2, 'n/a', 1, 'n/a', 3, 3, 5, 4, 4, 3, 1, 'n/a', 'n/a', 5)",3.1,"(2, 'n/a', 1, 'n/a', 3, 2, 4, 4, 3, 3, 2, 'n/a', 'n/a', 5)",2.9,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"(4, 4, 3)",3.6666666666666665,"(3, 3, 2)",2.6666666666666665,"(3, 4, 3)",3.3333333333333335,"(3, 4, 3)",3.3333333333333335,"(1, 1, 1)",1,"(3, 'n/a', 1, 'n/a', 3, 3, 4, 4, 4, 4, 2, 'n/a', 'n/a', 5)(4, 4, 3)",3.4833333333333334,"(2, 'n/a', 1, 'n/a', 3, 1, 4, 4, 3, 2, 3, 'n/a', 'n/a', 5)(3, 3, 2)",2.7333333333333334,"(2, 'n/a', 1, 'n/a', 3, 3, 5, 4, 4, 3, 1, 'n/a', 'n/a', 5)(3, 4, 3)",3.216666666666667,"(2, 'n/a', 1, 'n/a', 3, 2, 4, 4, 3, 3, 2, 'n/a', 'n/a', 5)(3, 4, 3)",3.1166666666666667,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')(1, 1, 1)",1
35JDMRECC4I5SU7WOGR1JCA6RH4GEP,"(4, 3, 3, 'n/a', 3, 4, 3, 'n/a', 5, 3, 3, 'n/a', 'n/a', 4)",3.5,"(4, 3, 3, 'n/a', 3, 3, 3, 'n/a', 5, 2, 3, 'n/a', 'n/a', 5)",3.4,"(4, 3, 3, 'n/a', 3, 4, 3, 'n/a', 5, 3, 2, 'n/a', 'n/a', 4)",3.4,"(4, 3, 3, 'n/a', 3, 4, 3, 'n/a', 5, 3, 2, 'n/a', 'n/a', 4)",3.4,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"(4, 4, 3)",3.6666666666666665,"(3, 4, 3)",3.3333333333333335,"(4, 4, 3)",3.6666666666666665,"(4, 4, 3)",3.6666666666666665,"(1, 1, 1)",1,"(4, 3, 3, 'n/a', 3, 4, 3, 'n/a', 5, 3, 3, 'n/a', 'n/a', 4)(4, 4, 3)",3.583333333333333,"(4, 3, 3, 'n/a', 3, 3, 3, 'n/a', 5, 2, 3, 'n/a', 'n/a', 5)(3, 4, 3)",3.3666666666666667,"(4, 3, 3, 'n/a', 3, 4, 3, 'n/a', 5, 3, 2, 'n/a', 'n/a', 4)(4, 4, 3)",3.533333333333333,"(4, 3, 3, 'n/a', 3, 4, 3, 'n/a', 5, 3, 2, 'n/a', 'n/a', 4)(4, 4, 3)",3.533333333333333,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')(1, 1, 1)",1
35JDMRECC4I5SU7WOGR1JCA6RM1EGU,"(2, 'n/a', 3, 'n/a', 3, 1, 2, 'n/a', 3, 3, 1, 4, 'n/a', 5)",2.7,"(2, 'n/a', 3, 'n/a', 3, 1, 2, 'n/a', 2, 3, 1, 4, 'n/a', 5)",2.6,"(1, 'n/a', 3, 'n/a', 3, 1, 1, 'n/a', 2, 3, 1, 4, 'n/a', 5)",2.4,"(2, 'n/a', 3, 'n/a', 3, 1, 2, 'n/a', 2, 3, 1, 4, 'n/a', 5)",2.6,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"(4, 4, 4)",4.0,"(3, 4, 3)",3.3333333333333335,"(3, 3, 4)",3.3333333333333335,"(3, 4, 4)",3.6666666666666665,"(1, 1, 1)",1,"(2, 'n/a', 3, 'n/a', 3, 1, 2, 'n/a', 3, 3, 1, 4, 'n/a', 5)(4, 4, 4)",3.35,"(2, 'n/a', 3, 'n/a', 3, 1, 2, 'n/a', 2, 3, 1, 4, 'n/a', 5)(3, 4, 3)",2.966666666666667,"(1, 'n/a', 3, 'n/a', 3, 1, 1, 'n/a', 2, 3, 1, 4, 'n/a', 5)(3, 3, 4)",2.8666666666666667,"(2, 'n/a', 3, 'n/a', 3, 1, 2, 'n/a', 2, 3, 1, 4, 'n/a', 5)(3, 4, 4)",3.1333333333333333,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')(1, 1, 1)",1
35NNO802AV5NIRQ473UNUBHVKMXIN8,"(4, 'n/a', 3, 'n/a', 3, 4, 4, 'n/a', 4, 4, 3, 2, 'n/a', 3)",3.4,"(4, 'n/a', 3, 'n/a', 3, 4, 4, 'n/a', 4, 4, 4, 2, 'n/a', 4)",3.6,"(4, 'n/a', 3, 'n/a', 3, 4, 4, 'n/a', 4, 4, 3, 1, 'n/a', 3)",3.3,"(4, 'n/a', 3, 'n/a', 3, 4, 4, 'n/a', 4, 4, 3, 2, 'n/a', 3)",3.4,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"(4, 4, '#')",4.0,"(4, 4, '#')",4.0,"(4, 4, '#')",4.0,"(4, 4, '#')",4.0,"(1, 1, 0)",1,"(4, 'n/a', 3, 'n/a', 3, 4, 4, 'n/a', 4, 4, 3, 2, 'n/a', 3)(4, 4, '#')",3.7,"(4, 'n/a', 3, 'n/a', 3, 4, 4, 'n/a', 4, 4, 4, 2, 'n/a', 4)(4, 4, '#')",3.8,"(4, 'n/a', 3, 'n/a', 3, 4, 4, 'n/a', 4, 4, 3, 1, 'n/a', 3)(4, 4, '#')",3.65,"(4, 'n/a', 3, 'n/a', 3, 4, 4, 'n/a', 4, 4, 3, 2, 'n/a', 3)(4, 4, '#')",3.7,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')(1, 1, 0)",1
35U0MRQMUJGAMIAG7PTJOP7UI3UOVW,"(4, 'n/a', 4, 'n/a', 3, 2, 3, 3, 3, 4, 4, 'n/a', 'n/a', 1)",3.1,"(4, 'n/a', 4, 'n/a', 3, 2, 3, 4, 3, 2, 4, 'n/a', 'n/a', 3)",3.2,"(4, 'n/a', 4, 'n/a', 3, 3, 3, 4, 3, 3, 3, 'n/a', 'n/a', 4)",3.4,"(4, 'n/a', 4, 'n/a', 3, 2, 3, 4, 3, 3, 4, 'n/a', 'n/a', 2)",3.2,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"(4, '#', 3)",3.5,"(4, '#', 4)",4.0,"(4, '#', 3)",3.5,"(4, '#', 3)",3.5,"(1, 0, 1)",1,"(4, 'n/a', 4, 'n/a', 3, 2, 3, 3, 3, 4, 4, 'n/a', 'n/a', 1)(4, '#', 3)",3.3,"(4, 'n/a', 4, 'n/a', 3, 2, 3, 4, 3, 2, 4, 'n/a', 'n/a', 3)(4, '#', 4)",3.6,"(4, 'n/a', 4, 'n/a', 3, 3, 3, 4, 3, 3, 3, 'n/a', 'n/a', 4)(4, '#', 3)",3.45,"(4, 'n/a', 4, 'n/a', 3, 2, 3, 4, 3, 3, 4, 'n/a', 'n/a', 2)(4, '#', 3)",3.35,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')(1, 0, 1)",1
35ZRNT9RUI7QA98XNFND5UFBRJ23OF,"(2, 'n/a', 2, 'n/a', 2, 3, 2, 'n/a', 4, 4, 4, 2, 'n/a', 5)",3.0,"(2, 'n/a', 2, 'n/a', 2, 4, 3, 'n/a', 3, 4, 4, 1, 'n/a', 5)",3.0,"(2, 'n/a', 2, 'n/a', 2, 2, 3, 'n/a', 3, 4, 3, 1, 'n/a', 4)",2.6,"(2, 'n/a', 2, 'n/a', 2, 3, 3, 'n/a', 3, 4, 4, 2, 'n/a', 5)",3.0,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"(4, 3, 3)",3.3333333333333335,"(3, 3, 4)",3.3333333333333335,"(3, 3, 4)",3.3333333333333335,"(3, 3, 4)",3.3333333333333335,"(1, 1, 1)",1,"(2, 'n/a', 2, 'n/a', 2, 3, 2, 'n/a', 4, 4, 4, 2, 'n/a', 5)(4, 3, 3)",3.166666666666667,"(2, 'n/a', 2, 'n/a', 2, 4, 3, 'n/a', 3, 4, 4, 1, 'n/a', 5)(3, 3, 4)",3.166666666666667,"(2, 'n/a', 2, 'n/a', 2, 2, 3, 'n/a', 3, 4, 3, 1, 'n/a', 4)(3, 3, 4)",2.966666666666667,"(2, 'n/a', 2, 'n/a', 2, 3, 3, 'n/a', 3, 4, 4, 2, 'n/a', 5)(3, 3, 4)",3.166666666666667,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')(1, 1, 1)",1
366FYU4PTGYAUG3FE7CGH42ZY3IEKX,"(3, 'n/a', 2, 'n/a', 2, 2, 4, 'n/a', 4, 2, 1, 2, 'n/a', 3)",2.5,"(3, 'n/a', 2, 'n/a', 2, 1, 4, 'n/a', 3, 2, 1, 2, 'n/a', 4)",2.4,"(3, 'n/a', 2, 'n/a', 2, 2, 4, 'n/a', 3, 2, 1, 2, 'n/a', 4)",2.5,"(3, 'n/a', 2, 'n/a', 2, 2, 4, 'n/a', 3, 2, 1, 2, 'n/a', 4)",2.5,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"(3, 3, 4)",3.3333333333333335,"(4, 4, 4)",4.0,"(3, 3, 5)",3.6666666666666665,"(3, 3, 4)",3.3333333333333335,"(1, 1, 1)",1,"(3, 'n/a', 2, 'n/a', 2, 2, 4, 'n/a', 4, 2, 1, 2, 'n/a', 3)(3, 3, 4)",2.916666666666667,"(3, 'n/a', 2, 'n/a', 2, 1, 4, 'n/a', 3, 2, 1, 2, 'n/a', 4)(4, 4, 4)",3.2,"(3, 'n/a', 2, 'n/a', 2, 2, 4, 'n/a', 3, 2, 1, 2, 'n/a', 4)(3, 3, 5)",3.083333333333333,"(3, 'n/a', 2, 'n/a', 2, 2, 4, 'n/a', 3, 2, 1, 2, 'n/a', 4)(3, 3, 4)",2.916666666666667,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')(1, 1, 1)",1
366FYU4PTGYAUG3FE7CGH42ZY3IKE3,"(3, 'n/a', 3, 'n/a', 3, 2, 4, 'n/a', 4, 4, 4, 3, 'n/a', 3)",3.3,"(3, 'n/a', 3, 'n/a', 3, 2, 4, 'n/a', 4, 3, 4, 3, 'n/a', 2)",3.1,"(3, 'n/a', 3, 'n/a', 3, 2, 4, 'n/a', 4, 3, 2, 3, 'n/a', 1)",2.8,"(3, 'n/a', 3, 'n/a', 3, 2, 4, 'n/a', 4, 3, 3, 3, 'n/a', 2)",3.0,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"(4, 4, 4)",4.0,"(3, 4, 3)",3.3333333333333335,"(3, 4, 4)",3.6666666666666665,"(3, 4, 4)",3.6666666666666665,"(1, 1, 1)",1,"(3, 'n/a', 3, 'n/a', 3, 2, 4, 'n/a', 4, 4, 4, 3, 'n/a', 3)(4, 4, 4)",3.65,"(3, 'n/a', 3, 'n/a', 3, 2, 4, 'n/a', 4, 3, 4, 3, 'n/a', 2)(3, 4, 3)",3.216666666666667,"(3, 'n/a', 3, 'n/a', 3, 2, 4, 'n/a', 4, 3, 2, 3, 'n/a', 1)(3, 4, 4)",3.2333333333333334,"(3, 'n/a', 3, 'n/a', 3, 2, 4, 'n/a', 4, 3, 3, 3, 'n/a', 2)(3, 4, 4)",3.333333333333333,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')(1, 1, 1)",1
368IUKXGA5H7SS7GLHYQ1XWLBF06P5,"(3, 'n/a', 1, 'n/a', 3, 3, 4, 'n/a', 2, 4, 3, 'n/a', 4, 2)",2.9,"(3, 'n/a', 1, 'n/a', 3, 1, 3, 'n/a', 1, 1, 4, 'n/a', 2, 2)",2.1,"(2, 'n/a', 1, 'n/a', 2, 3, 4, 'n/a', 1, 3, 2, 'n/a', 4, 1)",2.3,"(3, 'n/a', 1, 'n/a', 3, 2, 4, 'n/a', 1, 3, 3, 'n/a', 3, 2)",2.5,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"(2, 2, 2)",2.0,"(1, 2, 2)",1.6666666666666667,"(2, 2, 3)",2.3333333333333335,"(1, 2, 2)",1.6666666666666667,"(1, 1, 1)",1,"(3, 'n/a', 1, 'n/a', 3, 3, 4, 'n/a', 2, 4, 3, 'n/a', 4, 2)(2, 2, 2)",2.45,"(3, 'n/a', 1, 'n/a', 3, 1, 3, 'n/a', 1, 1, 4, 'n/a', 2, 2)(1, 2, 2)",1.8833333333333333,"(2, 'n/a', 1, 'n/a', 2, 3, 4, 'n/a', 1, 3, 2, 'n/a', 4, 1)(2, 2, 3)",2.3166666666666664,"(3, 'n/a', 1, 'n/a', 3, 2, 4, 'n/a', 1, 3, 3, 'n/a', 3, 2)(1, 2, 2)",2.0833333333333335,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')(1, 1, 1)",1
