id,cogency,cogency_mean,effectiveness,effectiveness_mean,reasonableness,reasonableness_mean,overall,overall_mean,argumentative,argumentative_majority,text,title
30EMX9PEVKSB4Z8XF2WL6L6EZURKS4,"(3, 'n/a', 3, 'n/a', 2, 2, 3, 'n/a', 4, 4, '#', 'n/a', 3, 5)",3.2222222222222223,"(3, 'n/a', 3, 'n/a', 2, 2, 3, 'n/a', 4, 3, '#', 'n/a', 3, 5)",3.111111111111111,"(3, 'n/a', 3, 'n/a', 2, 2, 4, 'n/a', 4, 3, '#', 'n/a', 3, 5)",3.2222222222222223,"(3, 'n/a', 3, 'n/a', 2, 2, 3, 'n/a', 4, 3, '#', 'n/a', 3, 5)",3.111111111111111,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"I dont think many countries consider men with men acceptable. It's almost always taboo in society/main religions. I doubt as a whole people will ever really accept the union as a union under god.


However, they should accept it as a legal union of two people living together, because that's what they're doing. Ignorant people seem to get these two mixed.


It's their business what happens under the sheets.",Do you think America will join other countries in allowing gays to marry?
30F94FBDNRTBQWHIYPOIHNJAEJVTBH,"(4, 'n/a', 4, 'n/a', 3, 4, 4, 'n/a', 4, 4, 3, 'n/a', 4, 4)",3.8,"(3, 'n/a', 4, 'n/a', 3, 4, 4, 'n/a', 4, 2, 4, 'n/a', 3, 5)",3.6,"(3, 'n/a', 4, 'n/a', 3, 3, 4, 'n/a', 4, 3, 2, 'n/a', 4, 4)",3.4,"(3, 'n/a', 4, 'n/a', 3, 4, 4, 'n/a', 4, 3, 3, 'n/a', 4, 4)",3.6,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"There is no provision in either document you cite which says keeping all the fruits of our earnings is a part of freedom.

Now, our founding fathers were involved in colony govts before they were involved in rebellion.  In Virginia, our house of burgesses provided money every year to every widow and orphan.  We also applied our tax money to construction projects for the common good.  We also had courts to help protect our rights.  

When we had our revolution, we were opposed to taxation WITHOUT representation, we were not opposed to taxation.  We never have been.

You have a pretty limited view of humanity and our responsibility to create a just society.   Plus, you seem to be basing it on parts of our founding documents which don't exist.",Should there be an income tax? how is it enforced despite the fact that it's unconstitutional?
30IRMPJWDZSZ3K8K0DWGGB1IDS8KRG,"(2, 3, 2, 'n/a', 3, 1, 3, 'n/a', 4, 4, 3, 'n/a', 'n/a', 4)",2.9,"(2, 3, 2, 'n/a', 3, 1, 3, 'n/a', 5, 2, 3, 'n/a', 'n/a', 4)",2.8,"(2, 3, 2, 'n/a', 3, 2, 2, 'n/a', 5, 3, 2, 'n/a', 'n/a', 3)",2.7,"(2, 3, 2, 'n/a', 3, 1, 3, 'n/a', 5, 3, 3, 'n/a', 'n/a', 3)",2.8,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"The person who threw the cup away is out immediately...The person who helped roll the cup rim down shouldn't have a leg to stand on.......unless there was an agreement made by the finder of the cup......If your neighbor asked for a ride to the local gas station to buy beer, cigs, and a lottery ticket, do you deserve half the winnings.....NO.....So I would have to say the finder deserves the prize......",What would you do if you were able to make a judgement on this situation?
30OITAWPBQC2XUBQ0BTXCYLWFPY9HE,"(2, 'n/a', 2, 'n/a', 2, 3, 4, 'n/a', 4, 4, 4, 4, 'n/a', 5)",3.4,"(2, 'n/a', 3, 'n/a', 2, 2, 4, 'n/a', 4, 2, 3, 4, 'n/a', 5)",3.1,"(1, 'n/a', 3, 'n/a', 2, 3, 5, 'n/a', 4, 3, 1, 4, 'n/a', 4)",3.0,"(2, 'n/a', 3, 'n/a', 2, 3, 4, 'n/a', 4, 3, 2, 4, 'n/a', 5)",3.2,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"yes they do have more power than they advertise. since 9-11 the government has passed things such as ""The Patriot Act"" and ""terror Watch"". Terror Watch allows the government to essentially spy on law abiding citizens when that is forbidden in the constitution. The Patriot Act allows the government to tap phone lines and check phone records on again law abiding citizens and the ability to search        cars,homes and businesses without a warrent which is also contradictory to the writting of the constitution.",Do you think the government has more power than we think? please explain.?
30P8I9JKOIUOE84Y2AXKFJ7318Q5V9,"(3, 2, 3, 'n/a', 2, 2, 3, 'n/a', 4, 3, 2, 'n/a', 'n/a', 5)",2.9,"(3, 2, 3, 'n/a', 2, 3, 3, 'n/a', 4, 3, 3, 'n/a', 'n/a', 5)",3.1,"(3, 2, 3, 'n/a', 2, 2, 2, 'n/a', 4, 3, 1, 'n/a', 'n/a', 5)",2.7,"(3, 2, 3, 'n/a', 2, 2, 3, 'n/a', 4, 3, 2, 'n/a', 'n/a', 5)",2.9,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"I think if you(we) expect law enforcement to be able to do a certain job, then they should be duly empowered in writing to take the necessary actions, including use of force, to carry out the duties of that job. 

I also think that citizens should be more involved in community policing. Neighborhood watch is a great program, if there were more people out there doing it, there'd be less demand for police etc.",should police officers be given more power to carry out their mandates?
30Y6N4AHYP5RPE2A8WATCY6STEERD3,"(2, 'n/a', 2, 'n/a', 3, 4, 4, 'n/a', 4, 5, 3, 1, 'n/a', 3)",3.1,"(2, 'n/a', 3, 'n/a', 3, 1, 4, 'n/a', 4, 3, 4, 1, 'n/a', 3)",2.8,"(2, 'n/a', 3, 'n/a', 3, 3, 4, 'n/a', 4, 4, 4, 1, 'n/a', 3)",3.1,"(2, 'n/a', 3, 'n/a', 3, 3, 4, 'n/a', 4, 4, 4, 2, 'n/a', 3)",3.2,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"CarCraze --- you are wrong, sorry to say

What you have there, my dear, is a bona fide Court Order for you to appear in court to answer to a Motion to Collect a Debt. If it is on Court paper and has a case number, call the Court to confirm the Docket Number, and find out when the hearing date is.


YES, they do have that power.

YES, That is the equivalent of a Subpoena.

If you ""just let it ride"", as you say, don't be surprised when you open up your paycheck and you find a good chunk of it GONE !

What you should do:

Seek legal counsel (get a lawyer) and come up with a manageable payment plan that is both satisfactory to your creditor, and workable for you.

DON'T HESITATE - you will regret it.",Amended Notice of Motion from a collection firm?
30Y6N4AHYP5RPE2A8WATCY6STJARD9,"(3, 'n/a', 2, 'n/a', 3, 3, 2, 'n/a', 5, 4, 3, 'n/a', 4, 5)",3.4,"(3, 'n/a', 2, 'n/a', 3, 2, 3, 'n/a', 4, 3, 5, 'n/a', 4, 5)",3.4,"(2, 'n/a', 2, 'n/a', 3, 3, 4, 'n/a', 4, 4, 2, 'n/a', 4, 5)",3.3,"(3, 'n/a', 2, 'n/a', 3, 3, 3, 'n/a', 4, 4, 3, 'n/a', 4, 5)",3.4,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"Should they be arrested? No, but there should definately be a huge fine!! I am a Firefighter/Paramedic and I drive Code 3 (lights and sirens) all the time.  The most dangerous part of my job is just getting to the emergency through all the traffic.  You'd be surprised at the amount of cars that don't pull over right away.  The idiots who don't pull over are usually on the phone, too occupied to pay attention to their surroundings.  Hands free phones don't help that much either.  You can have a conversation in your car with a passenger without much trouble because they can see what's going on with traffic too and sometimes can even point things out for the driver.  The person on the other end of the phone is just a distraction for the driver and offers no help at all.
PS. Guess what is becoming the biggest excuse/cause for traffice accidents?  Answer: I was on my cell phone and didn't see it coming.",Do you think that people who drive while talking on cell phones should be arrested?
311HQEI8RSPKAWNRR01KY9YVGPQZ7H,"(1, 2, 3, 'n/a', 2, 2, 3, 'n/a', 4, 'n/a', 2, 1, 'n/a', 3)",2.3,"(1, 2, 3, 'n/a', 2, 2, 3, 'n/a', 4, 'n/a', 1, 2, 'n/a', 4)",2.4,"(1, 2, 3, 'n/a', 2, 3, 3, 'n/a', 4, 'n/a', 1, 2, 'n/a', 2)",2.3,"(1, 2, 3, 'n/a', 2, 2, 3, 'n/a', 4, 'n/a', 1, 2, 'n/a', 3)",2.3,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,The conversation can not be used as evidence in a court of law.  I don't know what the lady hoped to gain from recording the conversation other than to create more drama.  Some people are hooked on drama and they actually do what they can to create it.  Run as far away and as fast as you can from these types.  They will suck you dry.,Is it illegal to record a phone conversation?
31ANT7FQN8BJW79EXLGG0IGUTTFH5V,"(1, 'n/a', 2, 'n/a', 2, 2, 3, 3, 4, 2, 4, 'n/a', 'n/a', 2)",2.5,"(2, 'n/a', 2, 'n/a', 2, 2, 3, 4, 3, 2, 5, 'n/a', 'n/a', 4)",2.9,"(2, 'n/a', 2, 'n/a', 2, 2, 2, 4, 3, 2, 3, 'n/a', 'n/a', 4)",2.6,"(2, 'n/a', 2, 'n/a', 2, 2, 3, 4, 3, 2, 4, 'n/a', 'n/a', 3)",2.7,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"I don't particularly believe in psychics myself, but if in a situation of desperation, most people, including me, would do whatever it takes to get things done. A friend of mine had a sister that was missing for almost 2 years, her family finally decided to use a psychic, between the police and the psychic, her sisters body was found.","If some people don't believe in psychics, the how come police departments use them to solve crimes?"
31GN6YMHLP12ZZ2E4GFOUW09M1ZWSB,"(3, 2, 2, 'n/a', 2, 4, 3, 'n/a', 4, 3, 3, 2, 'n/a', 'n/a')",2.8,"(3, 2, 2, 'n/a', 2, 4, 3, 'n/a', 4, 3, 4, 2, 'n/a', 'n/a')",2.9,"(4, 2, 2, 'n/a', 2, 4, 4, 'n/a', 4, 3, 2, 2, 'n/a', 'n/a')",2.9,"(3, 2, 2, 'n/a', 2, 4, 3, 'n/a', 4, 3, 3, 2, 'n/a', 'n/a')",2.8,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"Since he knew about it, did not petition the court at that time,  let alot of time go past, the court will view this most likely as allowing it.

But he will have to petition the court to find her in contempt, and order her to return to the state.

alot better chance had it done it prior to her moving, or as soon as she moved.",Mother took child out of state without consent?
31HLTCK4BL4MU5TIJ6GBJGYSRC7VGA,"(4, 'n/a', 3, 'n/a', 3, 2, 2, 3, 4, 'n/a', '#', 3, 'n/a', 3)",3.0,"(3, 'n/a', 3, 'n/a', 3, 1, 3, 3, 3, 'n/a', '#', 4, 'n/a', 2)",2.7777777777777777,"(3, 'n/a', 3, 'n/a', 3, 2, 2, 2, 4, 'n/a', '#', 4, 'n/a', 3)",2.888888888888889,"(3, 'n/a', 3, 'n/a', 3, 2, 2, 3, 4, 'n/a', '#', 3, 'n/a', 3)",2.888888888888889,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"The deal is: ""Freedom of speech goes both ways""

People not only have a right to say pretty much what they want, other people have a right to object, argue & even ask for an apology. 

A liberal says something, a conservative objects & the conservative is bashed for 'violating a person's freedom of speech.' 

A conservative says something, a liberal objects, and conservatives either let it drop there or defend the original statement on its merit.

So who is really against freedom of speech;

The conservative who asks a liberal for an apology for an offensive statement, or the liberal who acts like you aren't allowed to express the fact your offended by a statement?",So much for the first amendment!!!?
31J7RYECZLZMULRLNJT2PKWKYUJ1L4,"(2, 1, 4, 'n/a', 3, 1, 3, 3, 2, 'n/a', 2, 'n/a', 'n/a', 4)",2.5,"(2, 1, 4, 'n/a', 3, 1, 3, 2, 1, 'n/a', 2, 'n/a', 'n/a', 1)",2.0,"(2, 1, 4, 'n/a', 3, 1, 2, 2, 1, 'n/a', 1, 'n/a', 'n/a', 2)",1.9,"(2, 1, 4, 'n/a', 3, 1, 3, 2, 1, 'n/a', 1, 'n/a', 'n/a', 2)",2.0,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"Perhaps me:

1. I hate bush.
2. I hate the christian ethos that he's trying to push on the country.
3. I'm a pagan, so not a christian, therefore i'm a threat.
4. I'm a bisexual, and have had sex with guys, therefore i'm a threat.
5. I don't aggree that what bush is diong is right for this country.

and #6.  I'm an individualist.  I believe that the choices that we make in our lives are our own; rules, government, ect should be concerned with protecting our individual safety; not being concerned with controlling how we lead our lives, either on the spiritual or on the individual level.

Because of this, i'm an anti-socialist :)  Which makes me a direct threat to the government bush is trying to create.  Therefore, i'm sure that my  name is somewhere on his 'long' list of 'offenders'.",Now with the Patriot Act- who thinks they're prolly going to jail soon? lol?
31JUPBOORND45LB6M42H4UJSC0P8LV,"(3, 'n/a', 2, 'n/a', 2, 4, 3, 'n/a', 4, 3, 3, 'n/a', 4, 3)",3.1,"(3, 'n/a', 2, 'n/a', 2, 4, 3, 'n/a', 4, 2, 4, 'n/a', 4, 4)",3.2,"(3, 'n/a', 2, 'n/a', 2, 4, 4, 'n/a', 4, 2, 2, 'n/a', 4, 2)",2.9,"(3, 'n/a', 2, 'n/a', 2, 4, 3, 'n/a', 4, 2, 3, 'n/a', 4, 3)",3.0,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"If it proves to be true, assuming we're talking about a reasonably short time-frame here, then you're probably okay.  It also depends on ""how"" you say what you say.  The facts are one thing, but if you selected a hurtful way of conveying the message, it could be viewed as an unjustified verbal assault - and depending on the circumstances, that could be actionable.","Is it slanderous to defame someone, if it is true, but you could not have known it was true when you said it?"
31JUPBOORND45LB6M42H4UJSC0PL88,"(5, 3, 3, 'n/a', 2, 2, 3, 3, 3, 'n/a', 3, 'n/a', 'n/a', 4)",3.1,"(5, 3, 3, 'n/a', 2, 2, 3, 3, 3, 'n/a', 4, 'n/a', 'n/a', 4)",3.2,"(5, 3, 3, 'n/a', 2, 3, 3, 4, 3, 'n/a', 2, 'n/a', 'n/a', 3)",3.1,"(5, 3, 3, 'n/a', 2, 2, 3, 3, 3, 'n/a', 3, 'n/a', 'n/a', 4)",3.1,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,"I don't think there are any victimless crimes, by definition. We might ask why particular laws are enacted, because they seemingly don't hurt an individual, group, or society as a whole. But you have to look at the full effect of the action to determine if there is harm to society.

For example, prostitution should probably be legalized and regulated, as in many European countries. However, some aspects, such as working a street corner, cause harm to a neighborhood, and should remain illegal. Requiring them to work only in licensed brothels would be appropriate.

Similar considerations would apply to other 'victimless' crimes.",Should all victimless crimes be legalized in the US?
31S7M7DAGGZN353UP2DCVQFFQD9TL4,"(2, 3, 2, 'n/a', 2, 1, 1, 'n/a', 3, 3, 1, 'n/a', 'n/a', 2)",2.0,"(2, 3, 2, 'n/a', 2, 1, 1, 'n/a', 3, 3, 1, 'n/a', 'n/a', 1)",1.9,"(2, 3, 2, 'n/a', 2, 1, 1, 'n/a', 3, 3, 1, 'n/a', 'n/a', 1)",1.9,"(2, 3, 2, 'n/a', 2, 1, 1, 'n/a', 3, 3, 1, 'n/a', 'n/a', 1)",1.9,"('n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a', 'n/a')",n/a,Prostitutes have been abused growing up at home.  It seems like they already don't like themselves very much.  They know they can be murdered any time and they seem to still do it.  It's an issue of being stuck in a rotten life for them.  The money they make pays for the drugs they use to blank out their minds as to what they are doing to themselves.  There are some who get out of it.,what do you people feel about prostitution?share your views here!?
